14.46,16.64473685,14.55,18.11904761,14.58,5.92592592,15.8,15.28,11.82,12.3,15.88,21.5,13.55,17.671875,15.14,27.64814815
1.88,1.739,1.916,2.104,1.923,2.461,2.292,2.15,1.646,1.7,2.314,1.815,1.803,1.59,2.118,1.993
1.355,1.912,1.156,1.422,1.4,1,1.221,1.201,1.808,1.481,1.226,1.61,1.255,1.725,1.184,1.743
10.99,8.773684213,11.57,7.551190473,9.027,2.665555553,8.974,7.276,8.034,7.433,9.383,13.05645161,9.81,11.3984375,9.105,12.62777778
0.1451,0.1286,0.1204,0.09999,0.1157,0.09616,0.0868,0.07934,0.0861,0.107,0.1032,0.1642,0.1002,0.08304,0.09899,0.08725
-1.893,-1.487,-1.297,-0.7163,-1.533,-0.7063,-0.7648,-0.4546,-0.7238,-1.158,-0.682,-1.786,-0.9503,-0.7082,-1.046,-0.5374
20.51,12.65,16.59,7.107,16.56,9.64,11.53,6.775,9.857,12.28,10.9,17.01,12.55,8.74,12.94,6.759
